Commodity_Classification,Commodity,Classification,County,Market,Date,Year,Month,Year_Month,WeekofYear,Year_Week,SupplyVolume,Retail,Wholesale,Unit
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Limuru_Rongai_Market,2021-05-24,2021,5,2021-05,21,2021-21,21000.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-05-24,2021,5,2021-05,21,2021-21,4700.0,45.0,32.22,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,50.0,32.22,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Makutano_Kirinyaga_Market,2021-05-24,2021,5,2021-05,21,2021-21,15000.0,50.0,40.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,3200.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Makutano_Kirinyaga_Market,2021-05-24,2021,5,2021-05,21,2021-21,2000.0,50.0,40.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,18000.0,35.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Makutano_Kirinyaga_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,50.0,40.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kagio_Market,2021-05-24,2021,5,2021-05,21,2021-21,450.0,50.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Makutano_Kirinyaga_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,50.0,40.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,45.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kagio_Market,2021-05-24,2021,5,2021-05,21,2021-21,450.0,50.0,33.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,6300.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,6300.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kagio_Market,2021-05-24,2021,5,2021-05,21,2021-21,6300.0,50.0,33.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kagio_Market,2021-05-24,2021,5,2021-05,21,2021-21,630.0,50.0,33.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,28000.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Ngurubani_Market,2021-05-24,2021,5,2021-05,21,2021-21,18000.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kagio_Market,2021-05-24,2021,5,2021-05,21,2021-21,810.0,30.0,24.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,18000.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Ngurubani_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,30.0,25.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,30.0,20.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,9800.0,40.0,27.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,7200.0,35.0,26.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Makutano_Kirinyaga_Market,2021-05-24,2021,5,2021-05,21,2021-21,4000.0,30.0,20.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,990.0,35.0,25.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,35.0,25.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kagio_Market,2021-05-24,2021,5,2021-05,21,2021-21,720.0,24.0,20.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,75.0,65.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,35.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,40.0,35.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Makutano_Kirinyaga_Market,2021-05-24,2021,5,2021-05,21,2021-21,5000.0,35.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,35.0,25.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Ngurubani_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,30.0,21.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,35.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Makutano_Kirinyaga_Market,2021-05-24,2021,5,2021-05,21,2021-21,1000.0,50.0,40.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mombasa,Kongowea_Market,2021-05-24,2021,5,2021-05,21,2021-21,1080.0,45.0,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mombasa,Kongowea_Market,2021-05-24,2021,5,2021-05,21,2021-21,5000.0,45.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mombasa,Kongowea_Market,2021-05-24,2021,5,2021-05,21,2021-21,10800.0,45.0,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mombasa,Kongowea_Market,2021-05-24,2021,5,2021-05,21,2021-21,10800.0,45.0,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mombasa,Kongowea_Market,2021-05-24,2021,5,2021-05,21,2021-21,2520.0,40.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mombasa,Kongowea_Market,2021-05-24,2021,5,2021-05,21,2021-21,2520.0,40.0,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mombasa,Kongowea_Market,2021-05-24,2021,5,2021-05,21,2021-21,10800.0,40.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mombasa,Kongowea_Market,2021-05-24,2021,5,2021-05,21,2021-21,9900.0,40.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mombasa,Kongowea_Market,2021-05-24,2021,5,2021-05,21,2021-21,10800.0,40.0,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mombasa,Kongowea_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,45.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mombasa,Kongowea_Market,2021-05-24,2021,5,2021-05,21,2021-21,10800.0,40.0,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mombasa,Kongowea_Market,2021-05-24,2021,5,2021-05,21,2021-21,2250.0,40.0,25.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mombasa,Kongowea_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,40.0,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,35.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,33.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,32.22,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,45.0,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kawangware_Market,2021-05-24,2021,5,2021-05,21,2021-21,18000.0,40.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kawangware_Market,2021-05-24,2021,5,2021-05,21,2021-21,200.0,38.0,32.22,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,45.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kawangware_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,40.0,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kawangware_Market,2021-05-24,2021,5,2021-05,21,2021-21,450.0,40.0,31.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kawangware_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,40.0,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,45.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kawangware_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,40.0,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,45.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,45.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,45.0,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,45.0,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kawangware_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,40.0,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,45.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,45.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,42.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Gikomba_Market,2021-05-24,2021,5,2021-05,21,2021-21,800.0,50.0,50.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,45000.0,35.0,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Kimumu_Market,2021-05-24,2021,5,2021-05,21,2021-21,90.0,90.0,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,6300.0,50.0,35.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,6300.0,45.0,40.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,270.0,50.0,45.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,2700.0,55.0,45.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,45.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,8000.0,50.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,7000.0,45.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,50.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,6300.0,50.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,50.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,7000.0,50.0,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,45.0,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,7000.0,50.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,7000.0,50.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,4000.0,50.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,6300.0,50.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,50.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,2700.0,60.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,7000.0,40.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Langas_Market,2021-05-24,2021,5,2021-05,21,2021-21,1500.0,50.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,7000.0,40.0,25.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,30.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Langas_Market,2021-05-24,2021,5,2021-05,21,2021-21,450.0,45.0,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Langas_Market,2021-05-24,2021,5,2021-05,21,2021-21,3000.0,45.0,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Kimumu_Market,2021-05-24,2021,5,2021-05,21,2021-21,90.0,37.5,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Mois_Bridge_Market,2021-05-24,2021,5,2021-05,21,2021-21,7000.0,50.0,30.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,50.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,5000.0,50.0,40.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Langas_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,40.0,33.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,5000.0,50.0,40.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Langas_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,37.5,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Langas_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,35.0,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,7000.0,50.0,40.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,7000.0,50.0,40.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Mois_Bridge_Market,2021-05-24,2021,5,2021-05,21,2021-21,10000.0,45.0,24.44,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,2500.0,50.0,40.0,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Cheptiret_Uasin_Gishu_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,28.0,25.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,2021-05-24,2021,5,2021-05,21,2021-21,450.0,90.0,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Langas_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,35.0,24.44,Kg
