County,Date,Agri_WholeSale,Commodity_Classification,Year_Week,Week_of_Year,Market,Year,Month,Year_Month,Supply_Volume,Retail_Price,Kamis_WholeSale,Unit
Kirinyaga,2023-11-03,43.89,Dry_White_Maize,2023-44,44,Makutano_Kirinyaga_Market,2023,11,2023-11,5000.0,60.0,40.0,Kg
Kirinyaga,2023-11-03,43.89,Dry_White_Maize,2023-44,44,Kerugoya_Market,2023,11,2023-11,4500.0,60.0,50.0,Kg
Kirinyaga,2023-11-03,43.89,Dry_White_Maize,2023-44,44,Kutus_Market,2023,11,2023-11,0.0,60.0,52.22,Kg
Kirinyaga,2023-11-03,43.89,Dry_White_Maize,2023-44,44,Ngurubani_Market,2023,11,2023-11,5000.0,60.0,44.44,Kg
Kirinyaga,2023-11-08,41.11,Dry_White_Maize,2023-45,45,Makutano_Kirinyaga_Market,2023,11,2023-11,6000.0,60.0,44.44,Kg
Kirinyaga,2023-11-08,41.11,Dry_White_Maize,2023-45,45,Kerugoya_Market,2023,11,2023-11,4500.0,55.0,45.0,Kg
Kirinyaga,2023-11-08,41.11,Dry_White_Maize,2023-45,45,Ngurubani_Market,2023,11,2023-11,5000.0,60.0,44.44,Kg
Kirinyaga,2023-11-08,41.11,Dry_White_Maize,2023-45,45,Kerugoya_Market,2023,11,2023-11,4500.0,55.0,45.0,Kg
Kirinyaga,2023-11-08,41.11,Dry_White_Maize,2023-45,45,Ngurubani_Market,2023,11,2023-11,6000.0,60.0,44.44,Kg
Kirinyaga,2023-11-08,41.11,Dry_White_Maize,2023-45,45,Makutano_Kirinyaga_Market,2023,11,2023-11,6000.0,60.0,44.44,Kg
Kirinyaga,2023-11-10,43.89,Dry_White_Maize,2023-45,45,Makutano_Kirinyaga_Market,2023,11,2023-11,6000.0,60.0,44.44,Kg
Kirinyaga,2023-11-10,43.89,Dry_White_Maize,2023-45,45,Kerugoya_Market,2023,11,2023-11,4500.0,55.0,45.0,Kg
Kirinyaga,2023-11-10,43.89,Dry_White_Maize,2023-45,45,Ngurubani_Market,2023,11,2023-11,5000.0,60.0,44.44,Kg
Kirinyaga,2023-11-10,43.89,Dry_White_Maize,2023-45,45,Kerugoya_Market,2023,11,2023-11,4500.0,55.0,45.0,Kg
Kirinyaga,2023-11-10,43.89,Dry_White_Maize,2023-45,45,Ngurubani_Market,2023,11,2023-11,6000.0,60.0,44.44,Kg
Kirinyaga,2023-11-10,43.89,Dry_White_Maize,2023-45,45,Makutano_Kirinyaga_Market,2023,11,2023-11,6000.0,60.0,44.44,Kg
Kirinyaga,2023-11-17,41.11,Dry_White_Maize,2023-46,46,Kerugoya_Market,2023,11,2023-11,4500.0,55.0,40.0,Kg
Kirinyaga,2023-11-17,41.11,Dry_White_Maize,2023-46,46,Ngurubani_Market,2023,11,2023-11,4000.0,60.0,44.44,Kg
Kirinyaga,2023-11-17,41.11,Dry_White_Maize,2023-46,46,Makutano_Kirinyaga_Market,2023,11,2023-11,6000.0,60.0,44.44,Kg
Kirinyaga,2023-11-17,41.11,Dry_White_Maize,2023-46,46,Kerugoya_Market,2023,11,2023-11,5000.0,55.0,40.0,Kg
Kirinyaga,2023-11-17,41.11,Dry_White_Maize,2023-46,46,Ngurubani_Market,2023,11,2023-11,5000.0,60.0,44.44,Kg
Kirinyaga,2023-11-17,41.11,Dry_White_Maize,2023-46,46,Makutano_Kirinyaga_Market,2023,11,2023-11,4500.0,60.0,44.44,Kg
Kirinyaga,2023-11-17,45.56,Dry_White_Maize,2023-46,46,Kerugoya_Market,2023,11,2023-11,4500.0,55.0,40.0,Kg
Kirinyaga,2023-11-17,45.56,Dry_White_Maize,2023-46,46,Ngurubani_Market,2023,11,2023-11,4000.0,60.0,44.44,Kg
Kirinyaga,2023-11-17,45.56,Dry_White_Maize,2023-46,46,Makutano_Kirinyaga_Market,2023,11,2023-11,6000.0,60.0,44.44,Kg
Kirinyaga,2023-11-17,45.56,Dry_White_Maize,2023-46,46,Kerugoya_Market,2023,11,2023-11,5000.0,55.0,40.0,Kg
Kirinyaga,2023-11-17,45.56,Dry_White_Maize,2023-46,46,Ngurubani_Market,2023,11,2023-11,5000.0,60.0,44.44,Kg
Kirinyaga,2023-11-17,45.56,Dry_White_Maize,2023-46,46,Makutano_Kirinyaga_Market,2023,11,2023-11,4500.0,60.0,44.44,Kg
Kirinyaga,2023-11-27,41.11,Dry_White_Maize,2023-48,48,Kerugoya_Market,2023,11,2023-11,5000.0,55.0,40.0,Kg
Kirinyaga,2023-11-27,41.11,Dry_White_Maize,2023-48,48,Kutus_Market,2023,11,2023-11,0.0,60.0,50.0,Kg
Kirinyaga,2023-11-27,41.11,Dry_White_Maize,2023-48,48,Makutano_Kirinyaga_Market,2023,11,2023-11,5500.0,60.0,44.44,Kg
Kirinyaga,2023-11-27,41.11,Dry_White_Maize,2023-48,48,Ngurubani_Market,2023,11,2023-11,6500.0,60.0,44.44,Kg
Kirinyaga,2023-11-27,41.11,Dry_White_Maize,2023-48,48,Kagio_Market,2023,11,2023-11,5250.0,60.0,44.44,Kg
Kirinyaga,2023-11-27,41.11,Dry_White_Maize,2023-48,48,Ngurubani_Market,2023,12,2023-12,5000.0,60.0,44.44,Kg
Kirinyaga,2023-11-27,41.11,Dry_White_Maize,2023-48,48,Makutano_Kirinyaga_Market,2023,12,2023-12,6000.0,120.0,44.44,Kg
Kirinyaga,2023-12-04,47.78,Dry_White_Maize,2023-49,49,Kutus_Market,2023,12,2023-12,0.0,60.0,50.0,Kg
Kirinyaga,2023-12-04,47.78,Dry_White_Maize,2023-49,49,Ngurubani_Market,2023,12,2023-12,6000.0,60.0,44.44,Kg
Kirinyaga,2023-12-04,47.78,Dry_White_Maize,2023-49,49,Makutano_Kirinyaga_Market,2023,12,2023-12,6000.0,60.0,44.44,Kg
Kirinyaga,2023-12-04,47.78,Dry_White_Maize,2023-49,49,Kerugoya_Market,2023,12,2023-12,4500.0,55.0,45.0,Kg
Kirinyaga,2023-12-04,47.78,Dry_White_Maize,2023-49,49,Makutano_Kirinyaga_Market,2023,12,2023-12,6000.0,60.0,44.44,Kg
Kirinyaga,2023-12-04,47.78,Dry_White_Maize,2023-49,49,Ngurubani_Market,2023,12,2023-12,7000.0,60.0,44.44,Kg
Kirinyaga,2023-12-15,41.11,Dry_White_Maize,2023-50,50,Kutus_Market,2023,12,2023-12,0.0,60.0,50.0,Kg
Kirinyaga,2023-12-15,41.11,Dry_White_Maize,2023-50,50,Ngurubani_Market,2023,12,2023-12,6000.0,60.0,44.44,Kg
Kirinyaga,2023-12-15,41.11,Dry_White_Maize,2023-50,50,Makutano_Kirinyaga_Market,2023,12,2023-12,5500.0,60.0,44.44,Kg
Kirinyaga,2023-12-15,41.11,Dry_White_Maize,2023-50,50,Kerugoya_Market,2023,12,2023-12,4500.0,55.0,45.0,Kg
Kirinyaga,2023-12-15,41.11,Dry_White_Maize,2023-50,50,Kutus_Market,2023,12,2023-12,0.0,60.0,55.0,Kg
Kirinyaga,2023-12-15,41.11,Dry_White_Maize,2023-50,50,Ngurubani_Market,2023,12,2023-12,6000.0,60.0,44.44,Kg
Kirinyaga,2023-12-15,41.11,Dry_White_Maize,2023-50,50,Makutano_Kirinyaga_Market,2023,12,2023-12,5500.0,60.0,44.44,Kg
Kirinyaga,2023-12-15,47.78,Dry_White_Maize,2023-50,50,Kutus_Market,2023,12,2023-12,0.0,60.0,50.0,Kg
Kirinyaga,2023-12-15,47.78,Dry_White_Maize,2023-50,50,Ngurubani_Market,2023,12,2023-12,6000.0,60.0,44.44,Kg
Kirinyaga,2023-12-15,47.78,Dry_White_Maize,2023-50,50,Makutano_Kirinyaga_Market,2023,12,2023-12,5500.0,60.0,44.44,Kg
Kirinyaga,2023-12-15,47.78,Dry_White_Maize,2023-50,50,Kerugoya_Market,2023,12,2023-12,4500.0,55.0,45.0,Kg
Kirinyaga,2023-12-15,47.78,Dry_White_Maize,2023-50,50,Kutus_Market,2023,12,2023-12,0.0,60.0,55.0,Kg
Kirinyaga,2023-12-15,47.78,Dry_White_Maize,2023-50,50,Ngurubani_Market,2023,12,2023-12,6000.0,60.0,44.44,Kg
Kirinyaga,2023-12-15,47.78,Dry_White_Maize,2023-50,50,Makutano_Kirinyaga_Market,2023,12,2023-12,5500.0,60.0,44.44,Kg
Kirinyaga,2024-01-03,44.44,Dry_White_Maize,2024-00,1,Kerugoya_Market,2024,1,2024-01,5000.0,50.0,40.0,Kg
Kirinyaga,2024-01-03,44.44,Dry_White_Maize,2024-00,1,Ngurubani_Market,2024,1,2024-01,6000.0,60.0,44.44,Kg
Kirinyaga,2024-01-03,44.44,Dry_White_Maize,2024-00,1,Makutano_Kirinyaga_Market,2024,1,2024-01,5000.0,60.0,44.44,Kg
Kirinyaga,2024-01-03,44.44,Dry_White_Maize,2024-00,1,Kutus_Market,2024,1,2024-01,0.0,50.0,45.0,Kg
Kirinyaga,2024-01-03,44.44,Dry_White_Maize,2024-00,1,Ngurubani_Market,2024,1,2024-01,6000.0,60.0,44.44,Kg
Kirinyaga,2024-01-03,44.44,Dry_White_Maize,2024-00,1,Makutano_Kirinyaga_Market,2024,1,2024-01,5000.0,60.0,44.44,Kg
Kirinyaga,2024-01-03,47.78,Dry_White_Maize,2024-00,1,Kerugoya_Market,2024,1,2024-01,5000.0,50.0,40.0,Kg
Kirinyaga,2024-01-03,47.78,Dry_White_Maize,2024-00,1,Ngurubani_Market,2024,1,2024-01,6000.0,60.0,44.44,Kg
Kirinyaga,2024-01-03,47.78,Dry_White_Maize,2024-00,1,Makutano_Kirinyaga_Market,2024,1,2024-01,5000.0,60.0,44.44,Kg
Kirinyaga,2024-01-03,47.78,Dry_White_Maize,2024-00,1,Kutus_Market,2024,1,2024-01,0.0,50.0,45.0,Kg
Kirinyaga,2024-01-03,47.78,Dry_White_Maize,2024-00,1,Ngurubani_Market,2024,1,2024-01,6000.0,60.0,44.44,Kg
Kirinyaga,2024-01-03,47.78,Dry_White_Maize,2024-00,1,Makutano_Kirinyaga_Market,2024,1,2024-01,5000.0,60.0,44.44,Kg
Kirinyaga,2024-01-09,44.44,Dry_White_Maize,2024-01,2,Kutus_Market,2024,1,2024-01,0.0,50.0,45.0,Kg
Kirinyaga,2024-01-09,44.44,Dry_White_Maize,2024-01,2,Kerugoya_Market,2024,1,2024-01,5000.0,55.0,40.0,Kg
Kirinyaga,2024-01-09,44.44,Dry_White_Maize,2024-01,2,Ngurubani_Market,2024,1,2024-01,5000.0,60.0,44.44,Kg
Kirinyaga,2024-01-09,44.44,Dry_White_Maize,2024-01,2,Makutano_Kirinyaga_Market,2024,1,2024-01,6000.0,60.0,44.44,Kg
Kirinyaga,2024-01-09,44.44,Dry_White_Maize,2024-01,2,Ngurubani_Market,2024,1,2024-01,6000.0,60.0,44.44,Kg
Kirinyaga,2024-01-16,43.33,Dry_White_Maize,2024-02,3,Makutano_Kirinyaga_Market,2024,1,2024-01,5000.0,60.0,44.44,Kg
Kirinyaga,2024-01-16,43.33,Dry_White_Maize,2024-02,3,Kagio_Market,2024,1,2024-01,5250.0,65.0,50.0,Kg
Kirinyaga,2024-01-16,43.33,Dry_White_Maize,2024-02,3,Ngurubani_Market,2024,1,2024-01,5500.0,60.0,44.44,Kg
Kirinyaga,2024-01-16,43.33,Dry_White_Maize,2024-02,3,Kerugoya_Market,2024,1,2024-01,5000.0,55.0,40.0,Kg
Kirinyaga,2024-01-16,43.33,Dry_White_Maize,2024-02,3,Makutano_Kirinyaga_Market,2024,1,2024-01,6000.0,60.0,44.44,Kg
Kirinyaga,2024-01-16,43.33,Dry_White_Maize,2024-02,3,Kutus_Market,2024,1,2024-01,1360.0,50.0,45.0,Kg
Kirinyaga,2024-01-16,43.33,Dry_White_Maize,2024-02,3,Kerugoya_Market,2024,1,2024-01,5000.0,55.0,40.0,Kg
Kirinyaga,2024-01-16,43.33,Dry_White_Maize,2024-02,3,Ngurubani_Market,2024,1,2024-01,5500.0,60.0,42.78,Kg
Kirinyaga,2024-01-16,43.33,Dry_White_Maize,2024-02,3,Makutano_Kirinyaga_Market,2024,1,2024-01,6000.0,60.0,44.44,Kg
Kirinyaga,2024-01-30,43.33,Dry_White_Maize,2024-04,5,Kagio_Market,2024,1,2024-01,4500.0,65.0,44.44,Kg
Kirinyaga,2024-01-30,43.33,Dry_White_Maize,2024-04,5,Kutus_Market,2024,1,2024-01,900.0,50.0,40.0,Kg
Kirinyaga,2024-01-30,43.33,Dry_White_Maize,2024-04,5,Ngurubani_Market,2024,1,2024-01,6000.0,55.0,40.0,Kg
Kirinyaga,2024-01-30,43.33,Dry_White_Maize,2024-04,5,Kerugoya_Market,2024,1,2024-01,4500.0,55.0,40.0,Kg
Kirinyaga,2024-01-30,43.33,Dry_White_Maize,2024-04,5,Makutano_Kirinyaga_Market,2024,1,2024-01,4000.0,55.0,40.0,Kg
Kirinyaga,2024-01-30,43.33,Dry_White_Maize,2024-04,5,Kagio_Market,2024,2,2024-02,4500.0,65.0,44.44,Kg
Kirinyaga,2024-01-30,43.33,Dry_White_Maize,2024-04,5,Kutus_Market,2024,2,2024-02,1650.0,50.0,40.0,Kg
Kirinyaga,2024-01-30,43.33,Dry_White_Maize,2024-04,5,Kerugoya_Market,2024,2,2024-02,4500.0,60.0,40.0,Kg
Kirinyaga,2024-01-30,43.33,Dry_White_Maize,2024-04,5,Ngurubani_Market,2024,2,2024-02,6000.0,50.0,40.0,Kg
Kirinyaga,2024-01-30,43.33,Dry_White_Maize,2024-04,5,Makutano_Kirinyaga_Market,2024,2,2024-02,5000.0,50.0,40.0,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Kutus_Market,2024,2,2024-02,900.0,50.0,40.0,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Kagio_Market,2024,2,2024-02,4500.0,65.0,44.44,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Ngurubani_Market,2024,2,2024-02,6000.0,50.0,38.89,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Kerugoya_Market,2024,2,2024-02,4500.0,55.0,40.0,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Kutus_Market,2024,2,2024-02,0.0,50.0,40.0,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Kagio_Market,2024,2,2024-02,4500.0,65.0,44.44,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Ngurubani_Market,2024,2,2024-02,7000.0,50.0,36.0,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Makutano_Kirinyaga_Market,2024,2,2024-02,7000.0,50.0,40.0,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Kerugoya_Market,2024,2,2024-02,4500.0,55.0,40.0,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Kutus_Market,2024,2,2024-02,900.0,50.0,40.0,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Kagio_Market,2024,2,2024-02,4500.0,65.0,44.44,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Ngurubani_Market,2024,2,2024-02,6000.0,50.0,38.89,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Kerugoya_Market,2024,2,2024-02,4500.0,55.0,40.0,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Kutus_Market,2024,2,2024-02,0.0,50.0,40.0,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Kagio_Market,2024,2,2024-02,4500.0,65.0,44.44,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Ngurubani_Market,2024,2,2024-02,7000.0,50.0,36.0,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Makutano_Kirinyaga_Market,2024,2,2024-02,7000.0,50.0,40.0,Kg
Kirinyaga,2024-02-08,44.44,Dry_White_Maize,2024-05,6,Kerugoya_Market,2024,2,2024-02,4500.0,55.0,40.0,Kg
Kirinyaga,2024-02-15,43.33,Dry_White_Maize,2024-06,7,Kagio_Market,2024,2,2024-02,6500.0,65.0,44.44,Kg
Kirinyaga,2024-02-15,43.33,Dry_White_Maize,2024-06,7,Ngurubani_Market,2024,2,2024-02,7000.0,45.0,37.78,Kg
Kirinyaga,2024-02-15,43.33,Dry_White_Maize,2024-06,7,Kerugoya_Market,2024,2,2024-02,4500.0,60.0,50.0,Kg
Kirinyaga,2024-02-15,43.33,Dry_White_Maize,2024-06,7,Makutano_Kirinyaga_Market,2024,2,2024-02,7000.0,40.0,35.56,Kg
Kirinyaga,2024-02-15,43.33,Dry_White_Maize,2024-06,7,Makutano_Kirinyaga_Market,2024,2,2024-02,7000.0,40.0,40.0,Kg
Kirinyaga,2024-02-15,43.33,Dry_White_Maize,2024-06,7,Kutus_Market,2024,2,2024-02,3600.0,50.0,45.0,Kg
Kirinyaga,2024-02-15,43.33,Dry_White_Maize,2024-06,7,Makutano_Kirinyaga_Market,2024,2,2024-02,7000.0,40.0,36.67,Kg
Kirinyaga,2024-02-15,43.33,Dry_White_Maize,2024-06,7,Kerugoya_Market,2024,2,2024-02,4500.0,60.0,45.0,Kg
Kirinyaga,2024-02-15,43.33,Dry_White_Maize,2024-06,7,Ngurubani_Market,2024,2,2024-02,6000.0,40.0,36.67,Kg
Kirinyaga,2024-02-26,41.11,Dry_White_Maize,2024-08,9,Kutus_Market,2024,2,2024-02,990.0,45.0,35.0,Kg
Kirinyaga,2024-02-26,41.11,Dry_White_Maize,2024-08,9,Kerugoya_Market,2024,2,2024-02,5000.0,60.0,45.0,Kg
Kirinyaga,2024-02-26,41.11,Dry_White_Maize,2024-08,9,Ngurubani_Market,2024,2,2024-02,8000.0,40.0,33.33,Kg
Kirinyaga,2024-02-26,41.11,Dry_White_Maize,2024-08,9,Makutano_Kirinyaga_Market,2024,2,2024-02,8500.0,40.0,30.0,Kg
Kirinyaga,2024-02-26,41.11,Dry_White_Maize,2024-08,9,Kerugoya_Market,2024,3,2024-03,5000.0,60.0,45.0,Kg
Kirinyaga,2024-02-26,41.11,Dry_White_Maize,2024-08,9,Ngurubani_Market,2024,3,2024-03,8000.0,40.0,33.33,Kg
Kirinyaga,2024-02-26,41.11,Dry_White_Maize,2024-08,9,Makutano_Kirinyaga_Market,2024,3,2024-03,7500.0,40.0,30.0,Kg
Kirinyaga,2024-02-26,42.22,Dry_White_Maize,2024-08,9,Kutus_Market,2024,2,2024-02,990.0,45.0,35.0,Kg
Kirinyaga,2024-02-26,42.22,Dry_White_Maize,2024-08,9,Kerugoya_Market,2024,2,2024-02,5000.0,60.0,45.0,Kg
Kirinyaga,2024-02-26,42.22,Dry_White_Maize,2024-08,9,Ngurubani_Market,2024,2,2024-02,8000.0,40.0,33.33,Kg
Kirinyaga,2024-02-26,42.22,Dry_White_Maize,2024-08,9,Makutano_Kirinyaga_Market,2024,2,2024-02,8500.0,40.0,30.0,Kg
Kirinyaga,2024-02-26,42.22,Dry_White_Maize,2024-08,9,Kerugoya_Market,2024,3,2024-03,5000.0,60.0,45.0,Kg
Kirinyaga,2024-02-26,42.22,Dry_White_Maize,2024-08,9,Ngurubani_Market,2024,3,2024-03,8000.0,40.0,33.33,Kg
Kirinyaga,2024-02-26,42.22,Dry_White_Maize,2024-08,9,Makutano_Kirinyaga_Market,2024,3,2024-03,7500.0,40.0,30.0,Kg
Kirinyaga,2024-03-08,28.89,Dry_White_Maize,2024-09,10,Kerugoya_Market,2024,3,2024-03,5000.0,60.0,45.0,Kg
Kirinyaga,2024-03-08,28.89,Dry_White_Maize,2024-09,10,Makutano_Kirinyaga_Market,2024,3,2024-03,8000.0,40.0,30.0,Kg
Kirinyaga,2024-03-08,28.89,Dry_White_Maize,2024-09,10,Ngurubani_Market,2024,3,2024-03,7000.0,40.0,31.11,Kg
Kirinyaga,2024-03-08,28.89,Dry_White_Maize,2024-09,10,Kerugoya_Market,2024,3,2024-03,5000.0,60.0,45.0,Kg
Kirinyaga,2024-03-22,35.56,Dry_White_Maize,2024-11,12,Kutus_Market,2024,3,2024-03,810.0,40.0,30.0,Kg
Kirinyaga,2024-03-22,35.56,Dry_White_Maize,2024-11,12,Kerugoya_Market,2024,3,2024-03,4500.0,60.0,45.0,Kg
Kirinyaga,2024-03-22,35.56,Dry_White_Maize,2024-11,12,Ngurubani_Market,2024,3,2024-03,8500.0,30.0,25.0,Kg
Kirinyaga,2024-03-22,35.56,Dry_White_Maize,2024-11,12,Makutano_Kirinyaga_Market,2024,3,2024-03,9000.0,30.0,25.56,Kg
Kirinyaga,2024-03-22,35.56,Dry_White_Maize,2024-11,12,Kutus_Market,2024,3,2024-03,1890.0,40.0,35.0,Kg
Kirinyaga,2024-03-22,35.56,Dry_White_Maize,2024-11,12,Kagio_Market,2024,3,2024-03,6500.0,65.0,50.0,Kg
Kirinyaga,2024-03-22,35.56,Dry_White_Maize,2024-11,12,Kerugoya_Market,2024,3,2024-03,4500.0,60.0,45.0,Kg
Kirinyaga,2024-03-22,35.56,Dry_White_Maize,2024-11,12,Ngurubani_Market,2024,3,2024-03,8500.0,40.0,30.0,Kg
Kirinyaga,2024-03-22,35.56,Dry_White_Maize,2024-11,12,Makutano_Kirinyaga_Market,2024,3,2024-03,8500.0,30.0,25.0,Kg
Kirinyaga,2024-04-23,34.44,Dry_White_Maize,2024-16,17,Kutus_Market,2024,4,2024-04,900.0,40.0,35.0,Kg
Kirinyaga,2024-04-23,34.44,Dry_White_Maize,2024-16,17,Kerugoya_Market,2024,4,2024-04,5000.0,60.0,40.0,Kg
Kirinyaga,2024-04-23,34.44,Dry_White_Maize,2024-16,17,Kutus_Market,2024,4,2024-04,3200.0,45.0,35.0,Kg
Kirinyaga,2024-04-23,34.44,Dry_White_Maize,2024-16,17,Makutano_Kirinyaga_Market,2024,4,2024-04,8500.0,20.0,30.0,Kg
Kirinyaga,2024-04-23,34.44,Dry_White_Maize,2024-16,17,Makutano_Kirinyaga_Market,2024,4,2024-04,8340.0,37.5,30.0,Kg
Kirinyaga,2024-04-23,34.44,Dry_White_Maize,2024-16,17,Ngurubani_Market,2024,4,2024-04,8100.0,35.0,30.0,Kg
Kirinyaga,2024-05-16,33.33,Dry_White_Maize,2024-19,20,Ngurubani_Market,2024,5,2024-05,6500.0,40.0,33.33,Kg
Kirinyaga,2024-05-24,35.56,Dry_White_Maize,2024-20,21,Kerugoya_Market,2024,5,2024-05,4500.0,60.0,45.0,Kg
Kirinyaga,2024-05-24,35.56,Dry_White_Maize,2024-20,21,Makutano_Kirinyaga_Market,2024,5,2024-05,3500.0,40.0,33.33,Kg
Kirinyaga,2024-05-24,35.56,Dry_White_Maize,2024-20,21,Kagio_Market,2024,5,2024-05,4500.0,65.0,44.44,Kg
Kirinyaga,2024-05-24,35.56,Dry_White_Maize,2024-20,21,Kutus_Market,2024,5,2024-05,900.0,35.0,30.0,Kg
Kirinyaga,2024-05-24,35.56,Dry_White_Maize,2024-20,21,Ngurubani_Market,2024,5,2024-05,6500.0,40.0,33.33,Kg
Kirinyaga,2024-05-24,35.56,Dry_White_Maize,2024-20,21,Ngurubani_Market,2024,5,2024-05,6500.0,40.0,33.33,Kg
Kirinyaga,2024-05-24,35.56,Dry_White_Maize,2024-20,21,Makutano_Kirinyaga_Market,2024,5,2024-05,4500.0,40.0,33.33,Kg
Kirinyaga,2024-06-10,33.33,Dry_White_Maize,2024-23,24,Kerugoya_Market,2024,6,2024-06,5000.0,65.0,40.0,Kg
Kirinyaga,2024-06-10,33.33,Dry_White_Maize,2024-23,24,Ngurubani_Market,2024,6,2024-06,5000.0,40.0,33.33,Kg
Kirinyaga,2024-06-10,33.33,Dry_White_Maize,2024-23,24,Kutus_Market,2024,6,2024-06,900.0,40.0,35.0,Kg
