Commodity_Classification_kamis,Commodity,Classification,County,Market,Date,Year,Month,Year_Month,WeekofYear,Year_Week,SupplyVolume,Retail,Wholesale_kamis,Commodity_Classification_agribora,Wholesale_agribora
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Limuru_Rongai_Market,2021-05-24,2021,5,2021-05,21,2021-21,20000.0,40.0,30.0,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Madaraka_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,30.0,28.89,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Madaraka_Market,2021-05-24,2021,5,2021-05,21,2021-21,1800.0,33.33,30.0,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-05-24,2021,5,2021-05,21,2021-21,5000.0,40.0,31.11,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Limuru_Rongai_Market,2021-05-24,2021,5,2021-05,21,2021-21,21000.0,40.0,30.0,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,40.0,30.0,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Limuru_Rongai_Market,2021-05-24,2021,5,2021-05,21,2021-21,21000.0,40.0,30.0,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-05-24,2021,5,2021-05,21,2021-21,4700.0,45.0,32.22,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,50.0,32.22,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-06-07,2021,6,2021-06,23,2021-23,6000.0,45.0,30.56,Dry_White_Maize,33.33
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-06-14,2021,6,2021-06,24,2021-24,5500.0,45.0,30.56,Dry_White_Maize,33.33
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-07-22,2021,7,2021-07,29,2021-29,4000.0,45.0,31.11,Dry_White_Maize,32.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-07-26,2021,7,2021-07,30,2021-30,4700.0,45.0,31.11,Dry_White_Maize,32.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-08-02,2021,8,2021-08,31,2021-31,5000.0,45.0,31.11,Dry_White_Maize,32.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-08-09,2021,8,2021-08,32,2021-32,3500.0,45.0,31.11,Dry_White_Maize,44.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Githurai_Market,2021-08-10,2021,8,2021-08,32,2021-32,1080.0,40.0,33.0,Dry_White_Maize,44.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-08-12,2021,8,2021-08,32,2021-32,3500.0,50.0,35.56,Dry_White_Maize,44.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-08-23,2021,8,2021-08,34,2021-34,4500.0,45.0,31.67,Dry_White_Maize,41.11
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Limuru_Rongai_Market,2021-09-01,2021,9,2021-09,35,2021-35,15000.0,45.0,35.0,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-09-02,2021,9,2021-09,35,2021-35,4000.0,45.0,31.67,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Limuru_Rongai_Market,2021-09-04,2021,9,2021-09,35,2021-35,15000.0,35.0,30.0,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-09-06,2021,9,2021-09,36,2021-36,4000.0,45.0,31.67,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Jamhuri_Market,2021-09-06,2021,9,2021-09,36,2021-36,11000.0,31.11,28.89,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Limuru_Rongai_Market,2021-09-11,2021,9,2021-09,36,2021-36,18000.0,40.0,30.0,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-09-13,2021,9,2021-09,37,2021-37,4000.0,45.0,31.67,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-09-20,2021,9,2021-09,38,2021-38,4200.0,45.0,31.67,Dry_White_Maize,43.33
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Limuru_Rongai_Market,2021-09-24,2021,9,2021-09,38,2021-38,9000.0,40.0,30.0,Dry_White_Maize,43.33
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Jamhuri_Market,2021-09-25,2021,9,2021-09,38,2021-38,6600.0,100.0,83.33,Dry_White_Maize,43.33
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-09-27,2021,9,2021-09,39,2021-39,3500.0,45.0,31.67,Dry_White_Maize,43.33
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-10-04,2021,10,2021-10,40,2021-40,5500.0,45.0,31.67,Dry_White_Maize,43.89
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-10-14,2021,10,2021-10,41,2021-41,4400.0,50.0,34.44,Dry_White_Maize,41.11
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2021-11-04,2021,11,2021-11,44,2021-44,3800.0,50.0,33.33,Dry_White_Maize,40.81
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2022-01-10,2022,1,2022-01,2,2022-2,4000.0,50.0,37.22,Dry_White_Maize,41.11
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2022-01-17,2022,1,2022-01,3,2022-3,4050.0,50.0,37.22,Dry_White_Maize,42.78
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2022-01-27,2022,1,2022-01,4,2022-4,3700.0,50.0,38.89,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2022-02-03,2022,2,2022-02,5,2022-5,4000.0,50.0,38.89,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2022-05-19,2022,5,2022-05,20,2022-20,2000.0,60.0,47.78,Dry_White_Maize,42.665
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2022-07-28,2022,7,2022-07,30,2022-30,2000.0,90.0,71.78,Dry_White_Maize,32.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2022-08-12,2022,8,2022-08,32,2022-32,2000.0,100.0,71.67,Dry_White_Maize,44.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2022-08-18,2022,8,2022-08,33,2022-33,1800.0,100.0,71.67,Dry_White_Maize,42.78
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Limuru_Rongai_Market,2022-09-15,2022,9,2022-09,37,2022-37,18000.0,80.0,61.665,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Limuru_Rongai_Market,2022-10-05,2022,10,2022-10,40,2022-40,18000.0,80.0,71.11,Dry_White_Maize,43.89
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2022-10-06,2022,10,2022-10,40,2022-40,1500.0,100.0,71.11,Dry_White_Maize,43.89
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2023-01-19,2023,1,2023-01,3,2023-3,5000.0,85.0,58.89,Dry_White_Maize,42.78
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2023-02-02,2023,2,2023-02,5,2023-5,4500.0,85.0,48.89,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,2023-02-16,2023,2,2023-02,7,2023-7,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Jamhuri_Market,2023-07-28,2023,7,2023-07,30,2023-30,20000.0,80.0,68.89,Dry_White_Maize,32.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Jamhuri_Market,2023-07-28,2023,7,2023-07,30,2023-30,22000.0,80.0,63.33,Dry_White_Maize,32.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Jamhuri_Market,2023-07-28,2023,7,2023-07,30,2023-30,20000.0,70.0,62.22,Dry_White_Maize,32.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Jamhuri_Market,2023-08-02,2023,8,2023-08,31,2023-31,4500.0,80.0,66.67,Dry_White_Maize,32.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Jamhuri_Market,2023-08-02,2023,8,2023-08,31,2023-31,4500.0,66.67,57.78,Dry_White_Maize,32.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Jamhuri_Market,2023-08-07,2023,8,2023-08,32,2023-32,50000.0,80.0,60.0,Dry_White_Maize,44.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Jamhuri_Market,2023-08-07,2023,8,2023-08,32,2023-32,50000.0,66.67,62.22,Dry_White_Maize,44.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2023-10-04,2023,10,2023-10,40,2023-40,5500.0,80.0,71.11,Dry_White_Maize,46.67
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-01-16,2024,1,2024-01,3,2024-3,4525.0,67.5,48.055,Dry_White_Maize,47.78
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-02-08,2024,2,2024-02,6,2024-6,3500.0,90.0,61.11,Dry_White_Maize,47.78
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-02-15,2024,2,2024-02,7,2024-7,3500.0,90.0,61.11,Dry_White_Maize,44.44
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-03-08,2024,3,2024-03,10,2024-10,3800.0,50.0,33.33,Dry_White_Maize,37.78
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-03-22,2024,3,2024-03,12,2024-12,3800.0,50.0,33.33,Dry_White_Maize,39.44
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-06-10,2024,6,2024-06,24,2024-24,5500.0,45.0,30.56,Dry_White_Maize,33.33
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-07-29,2024,7,2024-07,31,2024-31,4500.0,66.67,57.78,Dry_White_Maize,32.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-11-06,2024,11,2024-11,45,2024-45,3800.0,50.0,33.33,Dry_White_Maize,38.33
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-11-08,2024,11,2024-11,45,2024-45,3800.0,50.0,33.33,Dry_White_Maize,38.33
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-11-13,2024,11,2024-11,46,2024-46,3800.0,50.0,33.33,Dry_White_Maize,41.11
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-11-21,2024,11,2024-11,47,2024-47,3800.0,50.0,33.33,Dry_White_Maize,43.89
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-11-21,2024,11,2024-11,47,2024-47,3800.0,50.0,33.33,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-11-21,2024,11,2024-11,47,2024-47,3800.0,50.0,33.33,Dry_White_Maize,40.81
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-11-25,2024,11,2024-11,48,2024-48,3800.0,50.0,33.33,Dry_White_Maize,40.81
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-12-05,2024,12,2024-12,49,2024-49,3800.0,50.0,33.33,Dry_White_Maize,41.91
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-12-06,2024,12,2024-12,49,2024-49,3800.0,50.0,33.33,Dry_White_Maize,40.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-12-09,2024,12,2024-12,50,2024-50,3800.0,50.0,33.33,Dry_White_Maize,40.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-12-10,2024,12,2024-12,50,2024-50,3800.0,50.0,33.33,Dry_White_Maize,40.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-12-10,2024,12,2024-12,50,2024-50,3800.0,50.0,33.33,Dry_White_Maize,40.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2024-12-10,2024,12,2024-12,50,2024-50,3800.0,50.0,33.33,Dry_White_Maize,40.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-09,2025,1,2025-01,2,2025-2,4000.0,50.0,37.22,Dry_White_Maize,41.11
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-15,2025,1,2025-01,3,2025-3,4525.0,67.5,48.055,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-16,2025,1,2025-01,3,2025-3,4525.0,67.5,48.055,Dry_White_Maize,42.78
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-24,2025,1,2025-01,4,2025-4,3700.0,50.0,38.89,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-27,2025,1,2025-01,5,2025-5,4250.0,67.5,43.89,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-27,2025,1,2025-01,5,2025-5,4250.0,67.5,43.89,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-27,2025,1,2025-01,5,2025-5,4250.0,67.5,43.89,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-27,2025,1,2025-01,5,2025-5,4250.0,67.5,43.89,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-27,2025,1,2025-01,5,2025-5,4250.0,67.5,43.89,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-28,2025,1,2025-01,5,2025-5,4250.0,67.5,43.89,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-28,2025,1,2025-01,5,2025-5,4250.0,67.5,43.89,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-29,2025,1,2025-01,5,2025-5,4250.0,67.5,43.89,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-30,2025,1,2025-01,5,2025-5,4250.0,67.5,43.89,Dry_White_Maize,40.56
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-31,2025,1,2025-01,5,2025-5,4250.0,67.5,43.89,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-31,2025,1,2025-01,5,2025-5,4250.0,67.5,43.89,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-01-31,2025,1,2025-01,5,2025-5,4250.0,67.5,43.89,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-03,2025,2,2025-02,6,2025-6,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-03,2025,2,2025-02,6,2025-6,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-03,2025,2,2025-02,6,2025-6,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-04,2025,2,2025-02,6,2025-6,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-04,2025,2,2025-02,6,2025-6,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-05,2025,2,2025-02,6,2025-6,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-05,2025,2,2025-02,6,2025-6,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-06,2025,2,2025-02,6,2025-6,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-07,2025,2,2025-02,6,2025-6,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-07,2025,2,2025-02,6,2025-6,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-08,2025,2,2025-02,6,2025-6,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-10,2025,2,2025-02,7,2025-7,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-11,2025,2,2025-02,7,2025-7,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-11,2025,2,2025-02,7,2025-7,3500.0,90.0,61.11,Dry_White_Maize,42.55
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-13,2025,2,2025-02,7,2025-7,3500.0,90.0,61.11,Dry_White_Maize,41.11
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-02-13,2025,2,2025-02,7,2025-7,3500.0,90.0,61.11,Dry_White_Maize,41.11
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-04,2025,8,2025-08,32,2025-32,3500.0,58.335,47.78,Dry_White_Maize,44.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-05,2025,8,2025-08,32,2025-32,3500.0,58.335,47.78,Dry_White_Maize,44.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-06,2025,8,2025-08,32,2025-32,3500.0,58.335,47.78,Dry_White_Maize,44.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-07,2025,8,2025-08,32,2025-32,3500.0,58.335,47.78,Dry_White_Maize,44.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-11,2025,8,2025-08,33,2025-33,1800.0,100.0,71.67,Dry_White_Maize,42.78
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-12,2025,8,2025-08,33,2025-33,1800.0,100.0,71.67,Dry_White_Maize,42.78
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-13,2025,8,2025-08,33,2025-33,1800.0,100.0,71.67,Dry_White_Maize,42.78
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-14,2025,8,2025-08,33,2025-33,1800.0,100.0,71.67,Dry_White_Maize,42.78
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-15,2025,8,2025-08,33,2025-33,1800.0,100.0,71.67,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-16,2025,8,2025-08,33,2025-33,1800.0,100.0,71.67,Dry_White_Maize,41.11
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-17,2025,8,2025-08,33,2025-33,1800.0,100.0,71.67,Dry_White_Maize,41.11
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-18,2025,8,2025-08,34,2025-34,4500.0,45.0,31.67,Dry_White_Maize,41.11
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-19,2025,8,2025-08,34,2025-34,4500.0,45.0,31.67,Dry_White_Maize,41.11
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-08-28,2025,8,2025-08,35,2025-35,15000.0,45.0,31.67,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-09-01,2025,9,2025-09,36,2025-36,11000.0,40.0,30.0,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-09-10,2025,9,2025-09,37,2025-37,11000.0,62.5,46.667500000000004,Dry_White_Maize,42.22
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-09-15,2025,9,2025-09,38,2025-38,6600.0,45.0,31.67,Dry_White_Maize,43.33
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-09-22,2025,9,2025-09,39,2025-39,3500.0,45.0,31.67,Dry_White_Maize,43.33
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-09-29,2025,9,2025-09,40,2025-40,5500.0,80.0,71.11,Dry_White_Maize,41.11
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Business,2025-10-06,2025,10,2025-10,41,2025-41,4400.0,50.0,34.44,Dry_White_Maize,41.11
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Makutano_Kirinyaga_Market,2021-05-24,2021,5,2021-05,21,2021-21,15000.0,50.0,40.0,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,3200.0,40.0,30.0,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Makutano_Kirinyaga_Market,2021-05-24,2021,5,2021-05,21,2021-21,2000.0,50.0,40.0,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,18000.0,35.0,27.78,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Makutano_Kirinyaga_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,50.0,40.0,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kagio_Market,2021-05-24,2021,5,2021-05,21,2021-21,450.0,50.0,30.0,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,40.0,30.0,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Makutano_Kirinyaga_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,50.0,40.0,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,40.0,30.0,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,900.0,45.0,30.0,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,4500.0,40.0,30.0,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kagio_Market,2021-05-24,2021,5,2021-05,21,2021-21,450.0,50.0,33.33,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,6300.0,40.0,30.0,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,6300.0,40.0,30.0,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kagio_Market,2021-05-24,2021,5,2021-05,21,2021-21,6300.0,50.0,33.33,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,2021-05-24,2021,5,2021-05,21,2021-21,9000.0,40.0,30.0,Dry_White_Maize,35.56
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kagio_Market,2021-05-24,2021,5,2021-05,21,2021-21,630.0,50.0,33.33,Dry_White_Maize,35.56
